"CNPJ_Companhia","Data_Referencia","Versao","ID_Documento","Data_Inicio_Exercicio_Social","Data_Fim_Exercicio_Social","Total_Remuneracao","Orgao_Administracao","Numero_Membros","Total_Remuneracao_Orgao","Numero_Membros_Remunerados","Salario","Beneficios_Diretos_Indiretos","Participacoes_Comites","Outros_Valores_Fixos","Descricao_Outros_Remuneracoes_Fixas","Bonus","Participacao_Resultados","Participacao_Reunioes","Outros_Valores_Variaveis","Comissoes","Descricao_Outros_Remuneracoes_Variaveis","Pos_emprego","Cessacao_Cargo","Baseada_Acoes","Observacao"
"01.838.723/0001-27","2021-01-01",6,110720,"2020-01-01","2020-12-31",89741910,"Diretoria Estatutária",8,69074680,8,17816810,1543360,0,0,"",0,19812250,0,0,0,"",0,11057440,18844820,"O número total de membros de cada órgão corresponde à média anual do número de membros de cada órgão, apurado mensalmente."
"01.838.723/0001-27","2021-01-01",6,110720,"2020-01-01","2020-12-31",89741910,"Conselho Fiscal",3,532850,3,532850,0,0,0,"",0,0,0,0,0,"",0,0,0,"O número total de membros de cada órgão corresponde à média anual do número de membros de cada órgão, apurado mensalmente."
"01.838.723/0001-27","2021-01-01",6,110720,"2019-01-01","2019-12-31",96847000,"Conselho de Administração",10,20838000,10,11101000,153000,898000,2399000,"INSS",0,0,0,0,0,"",0,0,6287000,"número total de membros de cada órgão corresponde à média anual do número de membros de cada órgão, apurado mensalmente.O valor inclui INSS."
"01.838.723/0001-27","2021-01-01",6,110720,"2019-01-01","2019-12-31",96847000,"Diretoria Estatutária",8,75478000,8,18317000,1320000,0,8338000,"INSSFGTSEncargos EmpregadorProvisões de Férias e de 13º Salário",0,19176000,0,0,0,"",0,16275000,12052000,"O número total de membros de cada órgão corresponde à média anual do número de membros de cada órgão, apurado mensalmente."
"01.838.723/0001-27","2021-01-01",6,110720,"2019-01-01","2019-12-31",96847000,"Conselho Fiscal",3,531000,3,442000,0,0,89000,"INSS",0,0,0,0,0,"",0,0,0,"O número total de membros de cada órgão corresponde à média anual do número de membros de cada órgão, apurado mensalmente."
"01.838.723/0001-27","2021-01-01",6,110720,"2018-01-01","2018-12-31",55486000,"Conselho de Administração",10,14550000,9.66,8622000,153000,876000,1874000,"INSS",0,0,0,0,0,"",0,0,3025000,"O número total de membros de cada órgão corresponde à média anual do número de membros de cada órgão, apurado mensalmente."
"01.838.723/0001-27","2021-01-01",6,110720,"2018-01-01","2018-12-31",55486000,"Diretoria Estatutária",4.33,40324000,4.33,18565000,645000,0,4536000,"INSSFGTSEncargos EmpregadorProvisões de Férias e de 13º Salário",3912000,0,0,0,0,"",0,10070000,2596000,"O número total de membros de cada órgão corresponde à média anual do número de membros de cada órgão, apurado mensalmente."
"01.838.723/0001-27","2021-01-01",6,110720,"2018-01-01","2018-12-31",55486000,"Conselho Fiscal",3,612000,3,510000,0,0,102000,"INSS",0,0,0,0,0,"",0,0,0,"O número total de membros de cada órgão corresponde à média anual do número de membros de cada órgão, apurado mensalmente."
"01.896.779/0001-38","2021-01-01",3,110317,"2021-01-01","2021-12-31",12855000,"Conselho de Administração",5,743223,5,743223,0,0,0,"",0,0,0,0,0,"",0,0,0,"O número de membros de cada órgão corresponde ao valor médio anual de membros apurados mensalmente. O item Outros refere-se a Remuneração Variável a ser percebida mensalmente pelos executivos por atingimento dos objetivos estipulados, sendo supervisionado pelo Conselho de Administração."
"01.896.779/0001-38","2021-01-01",3,110317,"2021-01-01","2021-12-31",12855000,"Diretoria Estatutária",4.17,11744673,4.17,5655226,322737,0,0,"",1360000,0,0,4035311,0,"-",0,0,371399,"O número de membros de cada órgão corresponde ao valor médio anual de membros apurados mensalmente. O item Outros refere-se a Remuneração Variável a ser percebida mensalmente pelos executivos por atingimento dos objetivos estipulados, sendo supervisionado pelo Conselho de Administração."
"01.896.779/0001-38","2021-01-01",3,110317,"2021-01-01","2021-12-31",12855000,"Conselho Fiscal",3,367104,3,367104,0,0,0,"",0,0,0,0,0,"",0,0,0,"O número de membros de cada órgão corresponde ao valor médio anual de membros apurados mensalmente. O item Outros refere-se a Remuneração Variável a ser percebida mensalmente pelos executivos por atingimento dos objetivos estipulados, sendo supervisionado pelo Conselho de Administração."
"01.896.779/0001-38","2021-01-01",3,110317,"2020-01-01","2020-12-31",7522882,"Conselho de Administração",5,659016,5,659016,0,0,0,"",0,0,0,0,0,"",0,0,0,"O número de membros de cada órgão corresponde ao valor médio anual de membros apurados mensalmente. O item Outros refere-se a Remuneração Variável a ser percebida mensalmente pelos executivos por atingimento dos objetivos estipulados, sendo supervisionado pelo Conselho de Administração."
"01.896.779/0001-38","2021-01-01",3,110317,"2020-01-01","2020-12-31",7522882,"Diretoria Estatutária",3,6534106,3,4041958,208594,0,0,"",964000,0,0,904646,0,"-",113332,0,301576,"O número de membros de cada órgão corresponde ao valor médio anual de membros apurados mensalmente. O item Outros refere-se a Remuneração Variável a ser percebida mensalmente pelos executivos por atingimento dos objetivos estipulados, sendo supervisionado pelo Conselho de Administração."
"01.896.779/0001-38","2021-01-01",3,110317,"2020-01-01","2020-12-31",7522882,"Conselho Fiscal",3,329760,3,329760,0,0,0,"",0,0,0,0,0,"",0,0,0,"O número de membros de cada órgão corresponde ao valor médio anual de membros apurados mensalmente. O item Outros refere-se a Remuneração Variável a ser percebida mensalmente pelos executivos por atingimento dos objetivos estipulados, sendo supervisionado pelo Conselho de Administração."
"01.896.779/0001-38","2021-01-01",3,110317,"2019-01-01","2019-12-31",8005992,"Conselho de Administração",5,693500,5,693500,0,0,0,"",0,0,0,0,0,"",0,0,0,"O número de membros de cada órgão corresponde ao valor médio anual de membros apurados mensalmente. O item Outros refere-se a Remuneração Variável a ser percebida mensalmente pelos executivos por atingimento dos objetivos estipulados, sendo supervisionado pelo Conselho de Administração."
"01.896.779/0001-38","2021-01-01",3,110317,"2019-01-01","2019-12-31",8005992,"Diretoria Estatutária",3,6955459,3,4523070,203596,0,0,"",717500,0,0,865856,0,"-",0,449690,195747,"O número de membros de cada órgão corresponde ao valor médio anual de membros apurados mensalmente. O item Outros refere-se a Remuneração Variável a ser percebida mensalmente pelos executivos por atingimento dos objetivos estipulados, sendo supervisionado pelo Conselho de Administração."
"01.896.779/0001-38","2021-01-01",3,110317,"2019-01-01","2019-12-31",8005992,"Conselho Fiscal",3,357033,3,357033,0,0,0,"",0,0,0,0,0,"",0,0,0,"O número de membros de cada órgão corresponde ao valor médio anual de membros apurados mensalmente. O item Outros refere-se a Remuneração Variável a ser percebida mensalmente pelos executivos por atingimento dos objetivos estipulados, sendo supervisionado pelo Conselho de Administração."
"01.896.779/0001-38","2021-01-01",3,110317,"2018-01-01","2018-12-31",7809818,"Conselho de Administração",5,691468,5,691468,0,0,0,"",0,0,0,0,0,"",0,0,0,"O número de membros de cada órgão corresponde ao valor médio anual de membros apurados mensalmente. O item Outros refere-se a Remuneração Variável a ser percebida mensalmente pelos executivos por atingimento dos objetivos estipulados, sendo supervisionado pelo Conselho de Administração."
"01.896.779/0001-38","2021-01-01",3,110317,"2018-01-01","2018-12-31",7809818,"Diretoria Estatutária",3,6842383,3,4342680,294541,0,0,"",881800,0,0,837143,0,"-",0,419793,66426,"O número de membros de cada órgão corresponde ao valor médio anual de membros apurados mensalmente. O item Outros refere-se a Remuneração Variável a ser percebida mensalmente pelos executivos por atingimento dos objetivos estipulados, sendo supervisionado pelo Conselho de Administração."
"01.896.779/0001-38","2021-01-01",3,110317,"2018-01-01","2018-12-31",7809818,"Conselho Fiscal",2.25,275967,2.25,275967,0,0,0,"",0,0,0,0,0,"",0,0,0,"O número de membros de cada órgão corresponde ao valor médio anual de membros apurados mensalmente. O item Outros refere-se a Remuneração Variável a ser percebida mensalmente pelos executivos por atingimento dos objetivos estipulados, sendo supervisionado pelo Conselho de Administração."
"01.917.818/0001-36","2021-01-01",8,111010,"2021-01-01","2021-12-31",3981444.59,"Conselho de Administração",7.5,1475533.33,7.5,1475533.33,0,0,0,"",0,0,0,0,0,"",0,0,0,"O número de membros deste órgão equivale à média anual do número de membros do órgão apurado a cada mês, conforme orientação da CVM. Memória de Cálculo: 90,00/12=7,50"
"01.917.818/0001-36","2021-01-01",8,111010,"2021-01-01","2021-12-31",3981444.59,"Diretoria Estatutária",5.92,2505911.26,5.92,1062587.13,0,0,0,"",1371422.27,0,0,0,0,"",71901.86,0,0,"O número de membros deste órgão equivale à média anual do número de membros do órgão apurado a cada mês, conforme orientação da CVM. Memória de Cálculo: 71/12=5,92"
"01.917.818/0001-36","2021-01-01",8,111010,"2020-01-01","2020-12-31",1637076.33,"Conselho de Administração",9.8,321700,9.8,321700,0,0,0,"",0,0,0,0,0,"",0,0,0,"O número de membros deste órgão equivale à média anual do número de membros do órgão apurado a cada mês, conforme orientação da CVM. Memória de Cálculo: 117,60/12=9,8"
"01.917.818/0001-36","2021-01-01",8,111010,"2020-01-01","2020-12-31",1637076.33,"Diretoria Estatutária",4.5,1315376.33,4.5,509610.02,0,0,0,"",630500,0,0,0,126100,"",30446.31,18720,0,"O número de membros deste órgão equivale à média anual do número de membros do órgão apurado a cada mês, conforme orientação da CVM. Memória de Cálculo: 54,00/12=4,5"
"01.917.818/0001-36","2021-01-01",8,111010,"2019-01-01","2019-12-31",1339238,"Conselho de Administração",10.92,265971.85,9,221643.32,0,0,44328.53,"Refere-se a encargos sociais",0,0,0,0,0,"",0,0,0,"O número de membros deste órgão equivale à média anual do número de membros do órgão apurado a cada mês, conforme orientação da CVM.Memória de Cálculo: 131,00/12=10,92"
"01.917.818/0001-36","2021-01-01",8,111010,"2019-01-01","2019-12-31",1339238,"Diretoria Estatutária",4,1073266.15,4,443468.45,0,0,139065.44,"Refere-se a encargos sociais",272626.6,0,0,0,61022.96,"Refere-se a encargos sociais",26564.28,130518.42,0,"O número de membros deste órgão equivale à média anual do número de membros do órgão apurado a cada mês, conforme orientação da CVM.Memória de Cálculo: 48/12=4,00"
"01.917.818/0001-36","2021-01-01",8,111010,"2018-01-01","2018-12-31",1446913.19,"Conselho de Administração",16.58,206147.34,12.75,171789.67,0,0,34357.67,"",0,0,0,0,0,"",0,0,0,"O número de membros deste órgão equivale à média anual do número de membros do órgão apurado a cada mês, conforme orientação da CVM.Memória de Cálculo: 199/12=16,58"
"01.917.818/0001-36","2021-01-01",8,111010,"2018-01-01","2018-12-31",1446913.19,"Diretoria Estatutária",4,1240765.85,4,433279.5,0,0,169232.09,"Refere-se a encargos sociais",339570.28,0,0,95079.84,0,"Refere-se a encargos sociais",32483.48,171120.66,0,"O número de membros deste órgão equivale à média anual do número de membros do órgão apurado a cada mês, conforme orientação da CVM.Memória de Cálculo: 48/12=4,00"
"01.917.818/0001-36","2021-01-01",8,111010,"2018-01-01","2018-12-31",1446913.19,"Conselho Fiscal",0,0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,""
"01.938.783/0001-11","2021-01-01",3,110370,"2021-01-01","2021-12-31",3194275,"Conselho de Administração",4,884410,4,737008,0,0,147402,"",0,0,0,0,0,"",0,0,0,""
"01.938.783/0001-11","2021-01-01",3,110370,"2021-01-01","2021-12-31",3194275,"Diretoria Estatutária",4,1791779,4,1403149,108000,0,280630,"",215869,0,0,43174,0,"",0,0,0,""
"01.938.783/0001-11","2021-01-01",3,110370,"2021-01-01","2021-12-31",3194275,"Conselho Fiscal",5,259043,5,215869,0,0,43174,"",0,0,0,0,0,"",0,0,0,""
"01.938.783/0001-11","2021-01-01",3,110370,"2020-01-01","2020-12-31",3026060,"Conselho de Administração",4,846163,4,705136,0,0,141027,"",0,0,0,0,0,"",0,0,0,""
"01.938.783/0001-11","2021-01-01",3,110370,"2020-01-01","2020-12-31",3026060,"Diretoria Estatutária",3,1932056,3,1342470,73251,0,268494,"",206534,0,0,41307,0,"",0,0,0,""
"01.938.783/0001-11","2021-01-01",3,110370,"2020-01-01","2020-12-31",3026060,"Conselho Fiscal",5,247841,5,206534,0,0,41307,"",0,0,0,0,0,"",0,0,0,""
"01.938.783/0001-11","2021-01-01",3,110370,"2019-01-01","2019-12-31",2023994,"Conselho de Administração",4,846163,4,705136,0,0,141027,"",0,0,0,0,0,"",0,0,0,"O número de membros total corresponde à media anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais."
"01.938.783/0001-11","2021-01-01",3,110370,"2019-01-01","2019-12-31",2023994,"Diretoria Estatutária",3,1659630,3,1342470,48666,0,268484,"",0,0,0,0,0,"",0,0,0,"O número de membros total corresponde à media anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais."
"01.938.783/0001-11","2021-01-01",3,110370,"2019-01-01","2019-12-31",2023994,"Conselho Fiscal",5,247841,5,206534,0,0,41307,"",0,0,0,0,0,"",0,0,0,"O número de membros total corresponde à media anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais."
"01.938.783/0001-11","2021-01-01",3,110370,"2018-01-01","2018-12-31",1313161,"Conselho de Administração",4,427493,4,356244,0,0,71249,"",0,0,0,0,0,"",0,0,0,"O número de membros total corresponde à media anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais."
"01.938.783/0001-11","2021-01-01",3,110370,"2018-01-01","2018-12-31",1313161,"Diretoria Estatutária",3,758036,3,631697,0,0,126339,"",0,0,0,0,0,"",0,0,0,"O número de membros total corresponde à media anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais."
"01.938.783/0001-11","2021-01-01",3,110370,"2018-01-01","2018-12-31",1313161,"Conselho Fiscal",5,127632,5,106360,0,0,21272,"",0,0,0,0,0,"",0,0,0,"O número de membros total corresponde à media anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais."
"01.957.772/0001-89","2021-01-01",2,105881,"2021-01-01","2021-12-31",50000,"Conselho de Administração",3,37500,0,37500,0,0,0,"",0,0,0,0,0,"",0,0,0,""
"01.957.772/0001-89","2021-01-01",2,105881,"2021-01-01","2021-12-31",50000,"Diretoria Estatutária",2,12500,0,12500,0,0,0,"",0,0,0,0,0,"",0,0,0,""
"01.957.772/0001-89","2021-01-01",2,105881,"2020-01-01","2020-12-31",50000,"Conselho de Administração",3,0,0,36000,0,0,0,"",0,0,0,0,0,"",0,0,0,""
"01.957.772/0001-89","2021-01-01",2,105881,"2020-01-01","2020-12-31",50000,"Diretoria Estatutária",2,50000,0,50000,0,0,0,"",0,0,0,0,0,"",0,0,0,""
"01.971.614/0001-83","2021-01-01",4,109413,"2021-01-01","2021-12-31",1600000,"Conselho de Administração",3,5e+05,3,5e+05,0,0,0,"",0,0,0,0,0,"",0,0,0,""
"01.971.614/0001-83","2021-01-01",4,109413,"2021-01-01","2021-12-31",1600000,"Diretoria Estatutária",2,1100000,2,1100000,0,0,0,"",0,0,0,0,0,"",0,0,0,""
"01.971.614/0001-83","2021-01-01",4,109413,"2020-01-01","2020-12-31",119088,"Conselho de Administração",3,0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,""
"01.971.614/0001-83","2021-01-01",4,109413,"2020-01-01","2020-12-31",119088,"Diretoria Estatutária",2,0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,""
"01.971.614/0001-83","2021-01-01",4,109413,"2020-01-01","2020-12-31",119088,"Conselho Fiscal",3,119088,3,119088,0,0,0,"",0,0,0,0,0,"",0,0,0,""
"01.971.614/0001-83","2021-01-01",4,109413,"2019-01-01","2019-12-31",119088,"Conselho de Administração",3,0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,""
"01.971.614/0001-83","2021-01-01",4,109413,"2019-01-01","2019-12-31",119088,"Diretoria Estatutária",2,0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,""
"01.971.614/0001-83","2021-01-01",4,109413,"2019-01-01","2019-12-31",119088,"Conselho Fiscal",3,119088,3,119088,0,0,0,"",0,0,0,0,0,"",0,0,0,""
"01.971.614/0001-83","2021-01-01",4,109413,"2018-01-01","2018-12-31",188592,"Conselho de Administração",3,0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,""
"01.971.614/0001-83","2021-01-01",4,109413,"2018-01-01","2018-12-31",188592,"Diretoria Estatutária",2,109200,1,109200,0,0,0,"",0,0,0,0,0,"",0,0,0,""
"01.971.614/0001-83","2021-01-01",4,109413,"2018-01-01","2018-12-31",188592,"Conselho Fiscal",2,79392,2,79392,0,0,0,"",0,0,0,0,0,"",0,0,0,""
"01.989.044/0001-59","2021-01-01",1,103950,"2020-01-01","2020-12-31",13200,"Diretoria Estatutária",2,13200,1,13200,0,0,0,"",0,0,0,0,0,"",0,0,0,""
"01.989.044/0001-59","2021-01-01",1,103950,"2019-01-01","2019-12-31",12000,"Diretoria Estatutária",2,12000,1,12000,0,0,0,"",0,0,0,0,0,"",0,0,0,""
"01.989.044/0001-59","2021-01-01",1,103950,"2018-01-01","2018-12-31",11520,"Diretoria Estatutária",2,11520,1,11520,0,0,0,"",0,0,0,0,0,"",0,0,0,""
"02.016.440/0001-62","2021-01-01",3,109137,"2021-01-01","2021-12-31",5456000,"Conselho de Administração",3,130000,1,108000,0,0,22000,"Refere-se a INSS",0,0,0,0,0,"",0,0,0,""
"02.016.440/0001-62","2021-01-01",3,109137,"2021-01-01","2021-12-31",5456000,"Diretoria Estatutária",8,5326000,6,2174000,210000,0,609000,"Refere-se a INSS e FGTS",1404000,0,0,765000,0,"Refere-se a INSS e ILP. Contempla a reversão de provisão do ILP.",164000,0,0,""
"02.016.440/0001-62","2021-01-01",3,109137,"2020-01-01","2020-12-31",6651000,"Conselho de Administração",3,121000,1,101000,0,0,20000,"Refere-se a INSS",0,0,0,0,0,"",0,0,0,""
"02.016.440/0001-62","2021-01-01",3,109137,"2020-01-01","2020-12-31",6651000,"Diretoria Estatutária",8,6530000,7.9,2819000,330000,0,1111000,"Refere-se a INSS e FGTS",1171000,0,0,884000,0,"Refere-se a INSS e ILP. Contempla a reversão de provisão do ILP",215000,0,0,""
"02.016.440/0001-62","2021-01-01",3,109137,"2019-01-01","2019-12-31",6310000,"Conselho de Administração",3,117000,1,98000,0,0,19000,"Refere-se a INSS",0,0,0,0,0,"",0,0,0,""
"02.016.440/0001-62","2021-01-01",3,109137,"2019-01-01","2019-12-31",6310000,"Diretoria Estatutária",7.33,6193000,6,2560000,144000,0,1163000,"Refere-se a INSS e FGTS",1165000,0,0,976000,0,"Refere-se a INSS e ILP. Contempla a reversão de provisão do ILP.",185000,0,0,""
"02.016.440/0001-62","2021-01-01",3,109137,"2018-01-01","2018-12-31",4396863.4,"Conselho de Administração",4,994972.52,2,175488.15,0,0,819484.37,"Encargos",0,0,0,0,0,"",0,0,0,"O número de membros do Conselho de Administração e da Diretoria Estatutária da Companhia foram calculados em linha com as disposições do Ofício Circular CVM nº 03/2019."
"02.016.440/0001-62","2021-01-01",3,109137,"2018-01-01","2018-12-31",4396863.4,"Diretoria Estatutária",0,3401890.88,4.83,1270242.47,14934.84,0,314856.41,"Encargos",899347.77,0,0,805481.14,0,"Refere-se a INSS e ILP.",97028.25,0,0,"O número de membros do Conselho de Administração e da Diretoria Estatutária da Companhia foram calculados em linha com as disposições do Ofício Circular CVM nº 03/2019"
"02.016.440/0001-62","2021-01-01",3,109137,"2018-01-01","2018-12-31",4396863.4,"Conselho Fiscal",5.92,0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,""
"02.105.040/0001-23","2021-12-31",1,100560,"2018-01-01","2018-12-31",1628698.44,"Conselho de Administração",9,0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,"O Estatuto Social da companhia estabelece que cada acionista, individualmente ou em grupo, detentor de 9,01% do total do capital votante da companhia terá direito a indicar um membro efetivo e seu respectivo suplente para integrar o Conselho de Administração.Além dos membros eleitos segundo esse critério, os acionistas acordaram que o primeiro presidente da Diretoria Executiva da companhia, ao término do seu mandato, seria eleito como membro efetivo, com prazo de mandato similar aos demais conselheiros eleitos.O número de membros mencionado neste item corresponde à média anual do número de membros desse órgão apurado mensalmente, com duas casas decimais.Os membros do Conselho de Administração não são remunerados."
"02.105.040/0001-23","2021-12-31",1,100560,"2018-01-01","2018-12-31",1628698.44,"Diretoria Estatutária",2,1628698.44,2,1204803.72,152813.88,0,271080.84,"A companhia pagou R$ 271.080,84 em encargos devidos ao INSS incidentes sobre essa remuneração.",0,0,0,0,0,"",0,0,0,"A Diretoria Executiva será composta por - no mínimo - 02 (dois) e - no máximo - 05 (cinco) diretores eleitos e destituíveis pelo Conselho de Administração, para um mandato de 2 (dois) anos, permitida a reeleição, sendo um Diretor Presidente e os demais Diretores com as atribuições que lhes forem conferidas pelo Conselho de Administração por ocasião das suas respectivas eleições.O número de membros mencionado neste item corresponde à média anual do número de membros desse órgão apurado mensalmente, com duas casas decimais."
"02.149.205/0001-69","2021-01-01",4,109370,"2021-01-01","2021-12-31",21073586,"Conselho de Administração",6.75,13527598,6,2277662,0,1328670,721266,"Encargos sociais (INSS)",0,9200000,0,0,0,"",0,0,0,"1. O número total de membros de cada órgão corresponde à média anual do número de membros apurado mensalmente.2. Não foram informados valores relativos aos benefícios pós-emprego uma vez que não há planos de previdência privada complementar suportados diretamente pela Companhia. 3. O valor total da remuneração está alinhado com o valor deliberado na AGO da Companhia a se realizar em 31 de março de 2021."
"02.149.205/0001-69","2021-01-01",4,109370,"2021-01-01","2021-12-31",21073586,"Diretoria Estatutária",6,7300000,2,0,0,0,0,"",0,5110000,0,0,0,"",0,0,2190000,"1. O número total de membros de cada órgão corresponde à média anual do número de membros apurado mensalmente.2. Não foram informados valores relativos aos benefícios pós-emprego uma vez que não há planos de previdência privada complementar suportados diretamente pela Companhia. 3. O valor da remuneração baseada em ações indica apenas o valor da projeção da remuneração variável que será convertido em ações de acordo com a cotação da época, nos termos do plano de remuneração em ações aprovado em 2018. 4. O valor total da remuneração está alinhado com o valor deliberado na AGO da Companhia a se realizar em 31 de março de 2021."
"02.149.205/0001-69","2021-01-01",4,109370,"2021-01-01","2021-12-31",21073586,"Conselho Fiscal",3,245988,3,204990,0,0,40998,"Encargos sociais (INSS)",0,0,0,0,0,"",0,0,0,"1. O número total de membros de cada órgão corresponde à média anual do número de membros apurado mensalmente.2. Não foram informados valores relativos aos benefícios pós-emprego uma vez que não há planos de previdência privada complementar suportados diretamente pela Companhia. 3. O valor total da remuneração está alinhado com o valor deliberado na AGO da Companhia a se realizar em 31 de março de 2021."
"02.149.205/0001-69","2021-01-01",4,109370,"2020-01-01","2020-12-31",19047700,"Conselho de Administração",6.75,12011670,5.75,1996392,0,680000,535278,"Encargos sociais (INSS)",0,8800000,0,0,0,"",0,0,0,"1. O número total de membros de cada órgão corresponde à média anual do número de membros apurado mensalmente.2. Não foram informados valores relativos aos benefícios pós-emprego uma vez que não há planos de previdência privada complementar suportados diretamente pela Companhia."
"02.149.205/0001-69","2021-01-01",4,109370,"2020-01-01","2020-12-31",19047700,"Diretoria Estatutária",6,6795125,2,0,0,0,0,"",0,5273972,0,0,0,"",0,0,1521153,"1. O número total de membros de cada órgão corresponde à média anual do número de membros apurado mensalmente.2. Não foram informados valores relativos aos benefícios pós-emprego uma vez que não há planos de previdência privada complementar suportados diretamente pela Companhia. 3. O valor da remuneração baseada em ações indica apenas o valor da projeção da remuneração variável que será convertido em ações de acordo com a cotação da época, nos termos do plano de remuneração em ações aprovado em 2018."
"02.149.205/0001-69","2021-01-01",4,109370,"2020-01-01","2020-12-31",19047700,"Conselho Fiscal",3,230904,3,192420,0,0,38484,"Encargos sociais (INSS)",0,0,0,0,0,"",0,0,0,"1. O número total de membros de cada órgão corresponde à média anual do número de membros apurado mensalmente.2. Não foram informados valores relativos aos benefícios pós-emprego uma vez que não há planos de previdência privada complementar suportados diretamente pela Companhia."
"02.149.205/0001-69","2021-01-01",4,109370,"2019-01-01","2019-12-31",20860741.42,"Conselho de Administração",6.92,10638909,5.92,1782424,0,0,356485,"Encargos sociais (INSS)",0,8500000,0,0,0,"",0,0,0,"1. O número total de membros de cada órgão corresponde à média anual do número de membros apurado mensalmente.2. Não foram informados valores relativos aos benefícios pós-emprego uma vez que não há planos de previdência privada complementar suportados diretamente pela Companhia."
"02.149.205/0001-69","2021-01-01",4,109370,"2019-01-01","2019-12-31",20860741.42,"Diretoria Estatutária",5.75,1e+07,3,0,0,0,0,"",0,8500000,0,0,0,"",0,0,1500000,"1. O número total de membros de cada órgão corresponde à média anual do número de membros apurado mensalmente.2. Não foram informados valores relativos aos benefícios pós-emprego uma vez que não há planos de previdência privada complementar suportados diretamente pela Companhia. 3. O valor da remuneração baseada em ações indica o valor da remuneração variável que será convertido em ações, nos termos do plano de remuneração em ações aprovado em 2018."
"02.149.205/0001-69","2021-01-01",4,109370,"2019-01-01","2019-12-31",20860741.42,"Conselho Fiscal",3,221832,3,184860,0,0,36972,"Encargos sociais (INSS)",0,0,0,0,0,"",0,0,0,"1. O número total de membros de cada órgão corresponde à média anual do número de membros apurado mensalmente.2. Não foram informados valores relativos aos benefícios pós-emprego uma vez que não há planos de previdência privada complementar suportados diretamente pela Companhia."
"02.149.205/0001-69","2021-01-01",4,109370,"2018-01-01","2018-12-31",18806618,"Conselho de Administração",7,10244618,6,1745515,0,0,349103,"Encargos Sociais (INSS)",0,8150000,0,0,0,"",0,0,0,"1. O número total de membros de cada órgão corresponde à média anual do número de membros apurado mensalmente. 2. Não foram informados valores relativos aos benefícios pós-emprego uma vez que não há planos de previdência privada."
"02.149.205/0001-69","2021-01-01",4,109370,"2018-01-01","2018-12-31",18806618,"Diretoria Estatutária",5.25,8400000,3,0,0,0,0,"",0,7770000,0,0,0,"",0,0,630000,"1. O número total de membros de cada órgão corresponde à média anual do número de membros apurado mensalmente. 2. Não foram informados valores relativos aos benefícios pós-emprego uma vez que não há planos de previdência privada."
"02.149.205/0001-69","2021-01-01",4,109370,"2018-01-01","2018-12-31",18806618,"Conselho Fiscal",2.25,162000,2.25,135000,0,0,27000,"Encargos Sociais (INSS)",0,0,0,0,0,"",0,0,0,"1. O número total de membros de cada órgão corresponde à média anual do número de membros apurado mensalmente. 2. Não foram informados valores relativos aos benefícios pós-emprego uma vez que não há planos de previdência privada."
"02.162.616/0001-94","2021-01-01",4,108892,"2020-01-01","2020-12-31",0,"Conselho de Administração",4,0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,""
"02.162.616/0001-94","2021-01-01",4,108892,"2020-01-01","2020-12-31",0,"Diretoria Estatutária",2,0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,""
"02.162.616/0001-94","2021-01-01",4,108892,"2018-01-01","2018-12-31",0,"Conselho de Administração",4,0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,""
"02.162.616/0001-94","2021-01-01",4,108892,"2018-01-01","2018-12-31",0,"Diretoria Estatutária",2,0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,""
"02.193.750/0001-52","2021-01-01",12,110454,"2021-01-01","2021-05-31",2648000,"Conselho de Administração",5,1348000,5,1305000,43000,0,0,"",0,0,0,0,0,"",0,0,0,""
"02.193.750/0001-52","2021-01-01",12,110454,"2021-01-01","2021-05-31",2648000,"Diretoria Estatutária",2,1200000,2,3e+05,0,0,0,"",0,0,0,0,0,"",0,0,9e+05,""
"02.193.750/0001-52","2021-01-01",12,110454,"2021-01-01","2021-05-31",2648000,"Conselho Fiscal",3,1e+05,3,1e+05,0,0,0,"",0,0,0,0,0,"",0,0,0,""
"02.193.750/0001-52","2021-01-01",12,110454,"2020-01-01","2020-12-31",1124000,"Conselho de Administração",5,846000,5,803000,43000,0,0,"",0,0,0,0,0,"",0,0,0,""
"02.193.750/0001-52","2021-01-01",12,110454,"2020-01-01","2020-12-31",1124000,"Diretoria Estatutária",2,193000,2,193000,0,0,0,"",0,0,0,0,0,"",0,0,0,""
