"CNPJ_CIA","DT_REFER","VERSAO","DENOM_CIA","CD_CVM","CATEG_DOC","ID_DOC","DT_RECEB","LINK_DOC"
"05.197.443/0001-38","2021-01-01",8,"HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.",24392,"FRE NOVO",106348,"2021-07-07","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=106348"
"05.197.443/0001-38","2021-01-01",9,"HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.",24392,"FRE NOVO",109806,"2021-11-11","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=109806"
"05.197.443/0001-38","2021-01-01",10,"HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.",24392,"FRE NOVO",110304,"2021-11-17","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=110304"
"05.303.439/0001-07","2021-01-01",1,"UNIGEL PARTICIPAÇÕES S.A.",26301,"FRE NOVO",107508,"2021-08-11","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=107508"
"05.303.439/0001-07","2021-01-01",2,"UNIGEL PARTICIPAÇÕES S.A.",26301,"FRE NOVO",109408,"2021-11-04","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=109408"
"05.303.439/0001-07","2021-01-01",3,"UNIGEL PARTICIPAÇÕES S.A.",26301,"FRE NOVO",109741,"2021-11-11","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=109741"
"05.336.882/0001-84","2021-01-01",1,"CACHOEIRA PAULISTA TRANSMISSORA ENERGIA S.A.",22683,"FRE NOVO",105071,"2021-05-28","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=105071"
"05.336.882/0001-84","2021-01-01",2,"CACHOEIRA PAULISTA TRANSMISSORA ENERGIA S.A.",22683,"FRE NOVO",109027,"2021-10-14","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=109027"
"05.347.060/0001-07","2021-01-01",1,"INTERPLAYERS SOLUÇÕES INTEGRADAS S.A.",26387,"FRE NOVO",108645,"2021-09-16","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=108645"
"05.347.060/0001-07","2021-01-01",2,"INTERPLAYERS SOLUÇÕES INTEGRADAS S.A.",26387,"FRE NOVO",110411,"2021-11-23","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=110411"
"05.721.735/0001-28","2021-01-01",1,"WILSON SONS LTD.",80047,"FRE NOVO",103322,"2021-05-03","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103322"
"05.721.735/0001-28","2021-01-01",2,"WILSON SONS LTD.",80047,"FRE NOVO",103578,"2021-05-07","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103578"
"05.721.735/0001-28","2021-01-01",3,"WILSON SONS LTD.",80047,"FRE NOVO",104720,"2021-05-21","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104720"
"05.721.735/0001-28","2021-01-01",4,"WILSON SONS LTD.",80047,"FRE NOVO",104950,"2021-05-28","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104950"
"05.721.735/0001-28","2021-01-01",5,"WILSON SONS LTD.",80047,"FRE NOVO",105757,"2021-06-04","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=105757"
"05.721.735/0001-28","2021-01-01",6,"WILSON SONS LTD.",80047,"FRE NOVO",105861,"2021-06-10","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=105861"
"05.721.735/0001-28","2021-01-01",7,"WILSON SONS LTD.",80047,"FRE NOVO",106044,"2021-06-18","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=106044"
"05.721.735/0001-28","2021-01-01",8,"WILSON SONS LTD.",80047,"FRE NOVO",106143,"2021-06-25","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=106143"
"05.721.735/0001-28","2021-01-01",9,"WILSON SONS LTD.",80047,"FRE NOVO",106251,"2021-07-01","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=106251"
"05.721.735/0001-28","2021-01-01",10,"WILSON SONS LTD.",80047,"FRE NOVO",106624,"2021-07-23","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=106624"
"05.730.375/0001-20","2021-01-01",1,"SMILES FIDELIDADE S.A.",24252,"FRE NOVO",105644,"2021-05-31","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=105644"
"05.730.375/0001-20","2021-01-01",2,"SMILES FIDELIDADE S.A.",24252,"FRE NOVO",105959,"2021-06-15","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=105959"
"05.730.375/0001-20","2021-01-01",3,"SMILES FIDELIDADE S.A.",24252,"FRE NOVO",106134,"2021-06-24","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=106134"
"05.730.375/0001-20","2021-01-01",4,"SMILES FIDELIDADE S.A.",24252,"FRE NOVO",108514,"2021-09-08","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=108514"
"05.799.312/0001-20","2021-01-01",1,"TERRA SANTA AGRO S.A.",20354,"FRE NOVO",105526,"2021-05-31","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=105526"
"05.799.312/0001-20","2021-01-01",2,"TERRA SANTA AGRO S.A.",20354,"FRE NOVO",106156,"2021-06-25","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=106156"
"05.799.312/0001-20","2021-01-01",3,"TERRA SANTA AGRO S.A.",20354,"FRE NOVO",106168,"2021-06-28","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=106168"
"05.799.312/0001-20","2021-01-01",4,"TERRA SANTA AGRO S.A.",20354,"FRE NOVO",106273,"2021-07-02","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=106273"
"05.799.312/0001-20","2021-01-01",5,"TERRA SANTA AGRO S.A.",20354,"FRE NOVO",107456,"2021-08-10","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=107456"
"05.799.312/0001-20","2021-01-01",6,"TERRA SANTA AGRO S.A.",20354,"FRE NOVO",109045,"2021-10-15","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=109045"
"05.878.397/0001-32","2021-01-01",1,"ALIANSCE SONAE SHOPPING CENTERS S.A.",22357,"FRE NOVO",105528,"2021-05-31","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=105528"
"05.878.397/0001-32","2021-01-01",2,"ALIANSCE SONAE SHOPPING CENTERS S.A.",22357,"FRE NOVO",106003,"2021-06-17","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=106003"
"05.878.397/0001-32","2021-01-01",3,"ALIANSCE SONAE SHOPPING CENTERS S.A.",22357,"FRE NOVO",106135,"2021-06-24","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=106135"
"05.878.397/0001-32","2021-01-01",4,"ALIANSCE SONAE SHOPPING CENTERS S.A.",22357,"FRE NOVO",106466,"2021-07-14","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=106466"
"05.878.397/0001-32","2021-01-01",5,"ALIANSCE SONAE SHOPPING CENTERS S.A.",22357,"FRE NOVO",109356,"2021-11-01","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=109356"
"05.878.397/0001-32","2021-01-01",6,"ALIANSCE SONAE SHOPPING CENTERS S.A.",22357,"FRE NOVO",110425,"2021-11-23","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=110425"
"05.889.284/0001-32","2021-01-01",1,"CSA-COMPANHIA SECURITIZADORA DE ATIVOS",19470,"FRE NOVO",104949,"2021-05-28","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104949"
"05.917.486/0001-40","2021-01-01",1,"LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.",25895,"FRE NOVO",100332,"2021-04-30","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=100332"
"05.917.486/0001-40","2021-01-01",2,"LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.",25895,"FRE NOVO",104526,"2021-05-17","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104526"
"05.917.486/0001-40","2021-01-01",3,"LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.",25895,"FRE NOVO",106413,"2021-07-12","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=106413"
"05.917.486/0001-40","2021-01-01",4,"LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.",25895,"FRE NOVO",106594,"2021-07-22","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=106594"
"05.917.486/0001-40","2021-01-01",5,"LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.",25895,"FRE NOVO",106614,"2021-07-23","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=106614"
"05.917.486/0001-40","2021-01-01",6,"LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.",25895,"FRE NOVO",106640,"2021-07-26","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=106640"
"05.917.486/0001-40","2021-01-01",7,"LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.",25895,"FRE NOVO",107200,"2021-08-02","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=107200"
"05.917.486/0001-40","2021-01-01",8,"LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.",25895,"FRE NOVO",107548,"2021-08-11","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=107548"
"05.917.486/0001-40","2021-01-01",9,"LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.",25895,"FRE NOVO",108432,"2021-09-02","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=108432"
"06.016.348/0001-53","2021-01-01",1,"VENTOS DO SUL ENERGIA S.A.",24767,"FRE NOVO",105221,"2021-05-31","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=105221"
"06.047.087/0001-39","2021-01-01",1,"REDE D'OR SÃO LUIZ S.A.",24821,"FRE NOVO",104590,"2021-05-19","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104590"
"06.047.087/0001-39","2021-01-01",2,"REDE D'OR SÃO LUIZ S.A.",24821,"FRE NOVO",104889,"2021-05-27","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104889"
"06.047.087/0001-39","2021-01-01",3,"REDE D'OR SÃO LUIZ S.A.",24821,"FRE NOVO",105100,"2021-05-28","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=105100"
"06.047.087/0001-39","2021-01-01",4,"REDE D'OR SÃO LUIZ S.A.",24821,"FRE NOVO",105825,"2021-06-08","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=105825"
"06.047.087/0001-39","2021-01-01",5,"REDE D'OR SÃO LUIZ S.A.",24821,"FRE NOVO",108450,"2021-09-03","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=108450"
"06.047.087/0001-39","2021-01-01",6,"REDE D'OR SÃO LUIZ S.A.",24821,"FRE NOVO",108604,"2021-09-14","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=108604"
"06.047.087/0001-39","2021-01-01",7,"REDE D'OR SÃO LUIZ S.A.",24821,"FRE NOVO",108978,"2021-10-08","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=108978"
"06.047.087/0001-39","2021-01-01",8,"REDE D'OR SÃO LUIZ S.A.",24821,"FRE NOVO",109900,"2021-11-12","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=109900"
"06.047.087/0001-39","2021-01-01",9,"REDE D'OR SÃO LUIZ S.A.",24821,"FRE NOVO",110426,"2021-11-23","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=110426"
"06.057.223/0001-71","2021-01-01",1,"SENDAS DISTRIBUIDORA S.A.",25372,"FRE NOVO",105661,"2021-05-31","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=105661"
"06.057.223/0001-71","2021-01-01",2,"SENDAS DISTRIBUIDORA S.A.",25372,"FRE NOVO",106016,"2021-06-17","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=106016"
"06.057.223/0001-71","2021-01-01",3,"SENDAS DISTRIBUIDORA S.A.",25372,"FRE NOVO",107228,"2021-08-03","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=107228"
"06.057.223/0001-71","2021-01-01",4,"SENDAS DISTRIBUIDORA S.A.",25372,"FRE NOVO",107325,"2021-08-06","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=107325"
"06.057.223/0001-71","2021-01-01",5,"SENDAS DISTRIBUIDORA S.A.",25372,"FRE NOVO",108153,"2021-08-18","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=108153"
"06.057.223/0001-71","2021-01-01",6,"SENDAS DISTRIBUIDORA S.A.",25372,"FRE NOVO",108477,"2021-09-03","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=108477"
"06.057.223/0001-71","2021-01-01",7,"SENDAS DISTRIBUIDORA S.A.",25372,"FRE NOVO",109142,"2021-10-22","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=109142"
"06.057.223/0001-71","2021-01-01",8,"SENDAS DISTRIBUIDORA S.A.",25372,"FRE NOVO",109376,"2021-11-03","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=109376"
"06.057.223/0001-71","2021-01-01",9,"SENDAS DISTRIBUIDORA S.A.",25372,"FRE NOVO",110586,"2021-12-06","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=110586"
"06.057.223/0001-71","2021-01-01",10,"SENDAS DISTRIBUIDORA S.A.",25372,"FRE NOVO",110737,"2021-12-14","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=110737"
"06.164.253/0001-87","2021-01-01",1,"GOL LINHAS AEREAS INTELIGENTES S.A.",19569,"FRE NOVO",105621,"2021-05-31","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=105621"
"06.164.253/0001-87","2021-01-01",2,"GOL LINHAS AEREAS INTELIGENTES S.A.",19569,"FRE NOVO",105743,"2021-06-02","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=105743"
"06.164.253/0001-87","2021-01-01",3,"GOL LINHAS AEREAS INTELIGENTES S.A.",19569,"FRE NOVO",106095,"2021-06-22","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=106095"
"06.164.253/0001-87","2021-01-01",4,"GOL LINHAS AEREAS INTELIGENTES S.A.",19569,"FRE NOVO",106411,"2021-07-12","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=106411"
"06.164.253/0001-87","2021-01-01",5,"GOL LINHAS AEREAS INTELIGENTES S.A.",19569,"FRE NOVO",106580,"2021-07-21","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=106580"
"06.164.253/0001-87","2021-01-01",6,"GOL LINHAS AEREAS INTELIGENTES S.A.",19569,"FRE NOVO",107236,"2021-08-03","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=107236"
"06.164.253/0001-87","2021-01-01",7,"GOL LINHAS AEREAS INTELIGENTES S.A.",19569,"FRE NOVO",107350,"2021-08-06","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=107350"
"06.164.253/0001-87","2021-01-01",8,"GOL LINHAS AEREAS INTELIGENTES S.A.",19569,"FRE NOVO",108559,"2021-09-10","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=108559"
"06.164.253/0001-87","2021-01-01",9,"GOL LINHAS AEREAS INTELIGENTES S.A.",19569,"FRE NOVO",109150,"2021-10-22","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=109150"
"06.164.253/0001-87","2021-01-01",10,"GOL LINHAS AEREAS INTELIGENTES S.A.",19569,"FRE NOVO",109352,"2021-11-01","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=109352"
"06.164.253/0001-87","2021-01-01",11,"GOL LINHAS AEREAS INTELIGENTES S.A.",19569,"FRE NOVO",110323,"2021-11-18","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=110323"
"06.164.253/0001-87","2021-01-01",12,"GOL LINHAS AEREAS INTELIGENTES S.A.",19569,"FRE NOVO",110331,"2021-11-18","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=110331"
"06.164.253/0001-87","2021-01-01",13,"GOL LINHAS AEREAS INTELIGENTES S.A.",19569,"FRE NOVO",110782,"2021-12-16","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=110782"
"06.272.793/0001-84","2021-01-01",1,"EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.",16608,"FRE NOVO",105599,"2021-05-31","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=105599"
"06.272.793/0001-84","2021-01-01",2,"EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.",16608,"FRE NOVO",108235,"2021-08-24","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=108235"
"06.347.409/0001-65","2021-01-01",1,"SBF COMÉRCIO DE PRODUTOS ESPORTIVOS S.A.",25410,"FRE NOVO",105629,"2021-05-31","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=105629"
"06.626.253/0001-51","2021-01-01",1,"EMPREENDIMENTOS PAGUE MENOS S.A.",22608,"FRE NOVO",105473,"2021-05-31","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=105473"
"06.626.253/0001-51","2021-01-01",2,"EMPREENDIMENTOS PAGUE MENOS S.A.",22608,"FRE NOVO",106281,"2021-07-02","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=106281"
"06.626.253/0001-51","2021-01-01",3,"EMPREENDIMENTOS PAGUE MENOS S.A.",22608,"FRE NOVO",108584,"2021-09-13","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=108584"
"06.626.253/0001-51","2021-01-01",4,"EMPREENDIMENTOS PAGUE MENOS S.A.",22608,"FRE NOVO",109656,"2021-11-10","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=109656"
"06.626.253/0001-51","2021-01-01",5,"EMPREENDIMENTOS PAGUE MENOS S.A.",22608,"FRE NOVO",110324,"2021-11-18","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=110324"
"06.948.969/0001-75","2021-01-01",1,"LINX S.A.",23035,"FRE NOVO",105044,"2021-05-28","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=105044"
"06.948.969/0001-75","2021-01-01",2,"LINX S.A.",23035,"FRE NOVO",106268,"2021-07-01","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=106268"
"06.948.969/0001-75","2021-01-01",3,"LINX S.A.",23035,"FRE NOVO",106436,"2021-07-13","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=106436"
"06.977.745/0001-91","2021-01-01",1,"BR MALLS PARTICIPACOES S.A.",19909,"FRE NOVO",105093,"2021-05-28","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=105093"
"06.977.745/0001-91","2021-01-01",2,"BR MALLS PARTICIPACOES S.A.",19909,"FRE NOVO",110910,"2021-12-22","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=110910"
"06.977.751/0001-49","2021-01-01",1,"BR PROPERTIES S.A.",19925,"FRE NOVO",104786,"2021-05-24","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104786"
"06.977.751/0001-49","2021-01-01",2,"BR PROPERTIES S.A.",19925,"FRE NOVO",106544,"2021-07-19","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=106544"
"06.977.751/0001-49","2021-01-01",3,"BR PROPERTIES S.A.",19925,"FRE NOVO",107779,"2021-08-13","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=107779"
"06.977.751/0001-49","2021-01-01",4,"BR PROPERTIES S.A.",19925,"FRE NOVO",108293,"2021-08-26","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=108293"
"06.977.751/0001-49","2021-01-01",5,"BR PROPERTIES S.A.",19925,"FRE NOVO",108636,"2021-09-16","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=108636"
"06.977.751/0001-49","2021-01-01",6,"BR PROPERTIES S.A.",19925,"FRE NOVO",110593,"2021-12-06","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=110593"
"06.981.176/0001-58","2021-01-01",1,"CEMIG GERACAO E TRANSMISSAO S.A.",20320,"FRE NOVO",105106,"2021-05-28","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=105106"
"06.981.176/0001-58","2021-01-01",2,"CEMIG GERACAO E TRANSMISSAO S.A.",20320,"FRE NOVO",105398,"2021-05-31","http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=105398"
